name,split,det count,gt count,ref count,type
050126,test,2,1,2,interactive
050136,test,6,2,2,interactive
050188,test,10,2,2,interactive
050194,test,9,2,2,interactive
050249,test,2,2,2,interactive
050274,test,2,1,2,interactive
050290,test,6,1,3,interactive
050318,test,3,2,3,interactive
050333,test,2,2,2,interactive
050351,test,6,2,2,interactive
050363,test,8,2,4,interactive
050375,test,2,2,2,interactive
050383,test,5,2,2,interactive
050406,test,11,2,2,interactive
050527,test,4,3,4,interactive
050538,test,3,2,2,interactive
050540,test,6,2,2,interactive
050587,test,4,2,2,interactive
050754,test,2,2,2,interactive
050961,test,4,2,3,interactive
050985,test,4,1,1,other
051027,test,2,2,2,interactive
051030,test,2,2,2,interactive
051079,test,6,2,2,interactive
051220,test,5,2,3,interactive
051250,test,5,2,3,interactive
051256,test,3,2,3,interactive
051310,test,8,2,3,interactive
051345,test,3,2,3,interactive
051349,test,2,2,2,interactive
051396,test,2,2,3,interactive
051564,test,2,2,3,interactive
051839,test,2,2,2,interactive
051920,test,2,2,2,interactive
051979,test,2,2,2,interactive
052046,test,10,1,3,interactive
052047,test,7,1,1,other
052141,test,2,2,2,interactive
052215,test,2,2,2,interactive
052276,test,5,2,2,interactive
052297,test,1,1,2,other
052308,test,11,1,3,interactive
052350,test,6,1,2,interactive
052433,test,3,2,2,interactive
052467,test,6,2,2,interactive
052528,test,4,2,2,interactive
052604,test,9,2,2,interactive
052682,test,3,2,3,interactive
052683,test,2,2,2,interactive
052834,test,10,2,3,interactive
052838,test,2,2,2,interactive
052851,test,4,1,2,interactive
052877,test,2,2,3,interactive
052915,test,6,1,2,interactive
052940,test,6,2,2,interactive
053043,test,2,1,3,interactive
053075,test,2,2,2,interactive
053173,test,1,1,2,other
053179,test,10,1,2,interactive
053292,test,2,2,2,interactive
053511,test,3,2,2,interactive
053576,test,5,2,2,interactive
053622,test,4,1,3,interactive
053739,test,9,2,2,interactive
053806,test,2,1,2,interactive
053892,test,6,1,2,interactive
053914,test,7,2,3,interactive
053920,test,7,2,2,interactive
054091,test,3,1,3,interactive
054102,test,2,2,3,interactive
054130,test,8,3,4,interactive
054198,test,3,1,1,other
054221,test,3,2,2,interactive
054245,test,3,2,2,interactive
054302,test,2,2,2,interactive
054384,test,4,1,2,other
054390,test,2,2,2,interactive
054411,test,8,3,3,interactive
054428,test,4,1,3,interactive
054479,test,2,1,2,interactive
054480,test,2,2,2,interactive
054493,test,3,2,3,interactive
054779,test,2,1,2,interactive
054797,test,1,1,27,other
054887,test,4,2,2,interactive
055056,test,2,2,2,interactive
055089,test,2,1,1,other
055200,test,6,1,4,interactive
055321,test,2,2,2,interactive
055445,test,2,2,2,interactive
055469,test,10,2,2,other
055614,test,4,1,3,interactive
055655,test,2,1,3,interactive
055770,test,8,2,2,interactive
055784,test,6,2,3,interactive
056008,test,6,2,2,interactive
056022,test,2,2,2,interactive
056069,test,6,1,2,interactive
056127,test,2,1,2,interactive
056165,test,2,2,2,interactive
056195,test,10,1,2,interactive
056210,test,4,2,2,interactive
056245,test,8,2,2,interactive
056351,test,10,2,2,interactive
056370,test,5,1,2,interactive
056381,test,2,2,2,interactive
056476,test,2,1,2,interactive
056485,test,7,1,3,interactive
056560,test,2,2,3,interactive
056639,test,4,2,2,interactive
056695,test,2,2,2,interactive
056821,test,10,2,2,interactive
056849,test,5,2,2,interactive
056916,test,2,2,2,interactive
056958,test,8,1,1,other
057050,test,6,2,4,interactive
057112,test,4,2,2,interactive
057182,test,5,2,3,interactive
057208,test,4,2,4,interactive
057234,test,5,3,7,interactive
057259,test,3,2,2,interactive
057337,test,4,1,2,interactive
057369,test,2,2,2,interactive
057404,test,2,2,2,interactive
057407,test,2,1,2,interactive
057417,test,2,2,2,interactive
057433,test,2,2,2,interactive
057434,test,2,2,2,interactive
057517,test,5,1,2,interactive
057546,test,3,2,4,interactive
057709,test,2,2,2,interactive
057774,test,4,1,3,interactive
057818,test,4,1,3,interactive
057840,test,2,2,2,interactive
058003,test,2,2,2,interactive
058013,test,4,2,2,interactive
058108,test,2,2,2,interactive
058148,test,3,2,2,interactive
058165,test,8,1,2,interactive
058166,test,3,1,2,interactive
058295,test,2,1,2,interactive
058403,test,5,1,5,interactive
058412,test,3,2,2,interactive
058470,test,7,1,1,other
058574,test,5,2,3,interactive
058643,test,7,1,2,interactive
058671,test,2,2,2,interactive
058807,test,6,2,2,interactive
058865,test,2,2,3,interactive
058935,test,4,2,4,interactive
058942,test,2,2,3,interactive
059011,test,10,1,2,interactive
059033,test,3,2,3,interactive
059247,test,3,1,2,interactive
059362,test,3,2,3,interactive
059416,test,6,1,1,other
059489,test,6,1,3,interactive
059528,test,2,2,4,interactive
059572,test,9,2,3,interactive
059628,test,3,2,2,interactive
059636,test,2,1,1,other
059688,test,8,1,1,other
059815,test,7,2,4,interactive
059910,test,4,2,4,interactive
059924,test,2,2,2,interactive
060108,test,4,1,4,interactive
060128,test,2,2,2,interactive
060156,test,9,1,1,other
060160,test,10,2,2,interactive
060196,test,2,1,2,interactive
060225,test,6,2,4,interactive
060233,test,3,2,3,interactive
060265,test,8,1,2,interactive
060351,test,4,1,2,interactive
060420,test,5,1,1,other
060483,test,1,1,2,other
060686,test,9,2,3,interactive
060760,test,7,2,2,interactive
060769,test,2,2,2,other
060887,test,3,2,2,other
060945,test,3,2,2,interactive
060956,test,3,1,2,interactive
061082,test,3,2,2,interactive
061156,test,2,2,2,interactive
061196,test,7,1,1,other
061271,test,3,1,3,interactive
061346,test,8,1,4,interactive
061423,test,2,1,3,interactive
061428,test,2,2,3,interactive
061460,test,2,2,2,interactive
061510,test,8,1,1,other
061546,test,2,1,2,interactive
061579,test,2,1,2,interactive
061707,test,4,2,2,interactive
061726,test,2,1,1,other
061963,test,6,1,2,interactive
062043,test,3,2,2,interactive
062047,test,4,2,2,interactive
062176,test,4,2,2,interactive
062181,test,3,2,2,interactive
062201,test,2,2,2,interactive
062237,test,3,2,2,interactive
062316,test,6,2,2,interactive
062324,test,2,2,2,interactive
062327,test,2,2,3,interactive
062419,test,2,2,2,interactive
062524,test,2,2,2,interactive
062535,test,2,2,3,interactive
062544,test,4,1,1,other
062667,test,3,2,2,interactive
062684,test,3,2,3,interactive
062694,test,7,1,2,interactive
062883,test,3,2,2,interactive
062927,test,2,2,2,interactive
063061,test,4,1,1,other
063071,test,3,2,3,interactive
063169,test,2,2,2,interactive
063213,test,3,2,2,interactive
063234,test,2,2,2,interactive
063323,test,4,3,4,interactive
063373,test,4,3,4,interactive
063380,test,6,1,1,other
063386,test,3,2,2,interactive
063487,test,8,1,2,interactive
063546,test,8,1,2,interactive
063564,test,2,2,2,interactive
063579,test,6,2,2,interactive
063644,test,1,1,2,other
063737,test,4,2,3,interactive
063738,test,4,1,3,interactive
063752,test,2,2,2,interactive
063768,test,2,2,2,interactive
063908,test,3,2,3,interactive
063956,test,3,2,3,interactive
063957,test,2,1,4,interactive
064093,test,6,2,3,interactive
064171,test,2,2,2,interactive
064228,test,3,2,3,interactive
064365,test,2,2,2,other
064377,test,2,2,2,interactive
064445,test,6,2,4,other
064461,test,7,1,1,other
064470,test,3,1,1,other
064536,test,2,2,2,interactive
064569,test,2,1,1,other
064591,test,2,1,2,interactive
064660,test,4,1,3,interactive
064673,test,3,1,2,interactive
064685,test,5,2,2,interactive
064862,test,2,2,2,interactive
064929,test,2,2,2,interactive
064988,test,3,2,3,interactive
064995,test,7,1,1,other
065092,test,2,2,2,interactive
065099,test,8,2,4,interactive
065180,test,3,1,3,interactive
065200,test,2,2,2,interactive
065210,test,4,1,2,interactive
065272,test,3,2,2,interactive
065331,test,3,2,2,interactive
065425,test,7,2,2,interactive
065441,test,2,2,2,interactive
065456,test,9,1,2,interactive
065481,test,3,2,2,interactive
065559,test,12,1,1,other
065713,test,8,2,2,interactive
065722,test,2,2,2,interactive
065725,test,7,2,2,interactive
065753,test,2,2,2,interactive
065848,test,7,2,2,interactive
065936,test,5,4,9,interactive
065987,test,6,2,2,interactive
066221,test,2,2,3,interactive
066296,test,2,1,1,other
066318,test,2,2,2,interactive
066327,test,6,1,1,other
066424,test,2,2,2,other
066431,test,2,2,3,interactive
066450,test,2,1,2,interactive
066480,test,7,1,3,interactive
066483,test,4,2,3,interactive
066490,test,10,2,2,interactive
066651,test,3,2,3,interactive
066677,test,3,2,5,interactive
066713,test,6,2,3,interactive
066715,test,8,2,2,interactive
066746,test,2,2,2,interactive
066752,test,6,1,1,other
066802,test,6,1,3,interactive
066963,test,2,1,2,interactive
067013,test,10,2,2,interactive
067063,test,5,1,2,interactive
067101,test,3,1,2,interactive
067103,test,6,2,2,interactive
067197,test,2,2,2,interactive
067213,test,5,1,2,interactive
067222,test,5,1,1,other
067234,test,2,2,3,interactive
067377,test,1,1,2,other
067385,test,2,2,2,interactive
067431,test,1,1,2,other
067443,test,2,2,2,interactive
067546,test,2,1,2,interactive
067582,test,2,2,3,interactive
067639,test,4,3,3,interactive
067734,test,4,1,1,other
067735,test,3,1,2,interactive
067860,test,2,2,2,interactive
067904,test,5,2,3,interactive
067919,test,2,2,2,interactive
067988,test,2,2,2,interactive
067996,test,2,2,3,interactive
068086,test,2,1,2,interactive
068119,test,4,2,3,interactive
068156,test,7,2,3,interactive
068159,test,2,1,4,interactive
068217,test,2,2,2,interactive
068225,test,4,2,3,interactive
068370,test,2,2,3,interactive
068383,test,6,1,2,interactive
068434,test,4,1,3,interactive
068470,test,12,1,3,interactive
068501,test,5,1,3,interactive
068504,test,1,1,2,other
068591,test,3,3,3,interactive
068627,test,7,1,1,other
068628,test,3,2,4,interactive
068638,test,4,2,5,interactive
068655,test,2,2,2,interactive
068657,test,2,2,2,interactive
068682,test,2,2,2,interactive
068694,test,9,1,1,other
068715,test,4,2,4,interactive
068880,test,5,2,3,interactive
068969,test,5,1,2,interactive
069185,test,9,2,3,interactive
069343,test,7,2,2,interactive
069410,test,2,2,2,interactive
069427,test,2,2,3,interactive
069463,test,1,1,2,other
069477,test,2,2,2,interactive
069631,test,5,2,3,interactive
069687,test,6,2,5,interactive
069748,test,4,2,4,interactive
069758,test,7,1,1,other
069780,test,2,2,2,interactive
069893,test,7,2,2,interactive
069927,test,2,2,2,interactive
069930,test,4,2,2,interactive
069976,test,4,2,2,interactive
070011,test,3,2,2,interactive
070079,test,6,2,2,other
070103,test,5,2,2,interactive
070164,test,2,2,2,interactive
070183,test,6,1,1,other
070184,test,10,2,2,interactive
070326,test,3,2,2,interactive
070396,test,4,1,2,interactive
070401,test,3,1,2,interactive
070407,test,2,1,1,other
070420,test,7,2,3,interactive
070480,test,3,2,3,interactive
070489,test,11,2,3,interactive
070564,test,6,3,6,interactive
070575,test,3,1,1,other
070615,test,7,1,2,interactive
070616,test,1,1,2,other
070631,test,10,1,2,interactive
070632,test,4,1,2,interactive
070662,test,6,2,2,interactive
070742,test,2,2,2,interactive
070752,test,1,1,2,other
070841,test,4,2,2,interactive
070854,test,9,2,2,interactive
071029,test,2,2,2,interactive
071055,test,7,1,3,interactive
071078,test,7,1,1,other
071088,test,8,2,2,interactive
071118,test,2,1,3,interactive
071122,test,2,2,2,interactive
071156,test,6,2,4,interactive
071198,test,5,2,3,interactive
071289,test,14,3,3,interactive
071331,test,3,1,2,interactive
071376,test,4,1,2,interactive
071410,test,3,1,5,interactive
071420,test,2,2,2,interactive
071451,test,10,1,2,interactive
071521,test,14,2,2,interactive
071545,test,9,1,2,interactive
071588,test,11,2,2,interactive
071601,test,2,2,2,interactive
071613,test,4,1,2,interactive
071648,test,7,2,2,interactive
071757,test,5,2,2,interactive
071791,test,7,1,1,other
071843,test,6,2,2,interactive
071850,test,6,2,2,interactive
071877,test,2,2,2,interactive
071958,test,2,2,2,interactive
072043,test,4,3,4,interactive
072194,test,9,2,2,interactive
072239,test,2,2,4,interactive
072291,test,2,2,2,interactive
072303,test,5,2,2,interactive
072360,test,5,2,2,interactive
072376,test,2,2,3,interactive
072544,test,2,1,1,other
072552,test,2,2,2,interactive
072593,test,6,2,2,interactive
072613,test,7,1,2,interactive
072836,test,2,2,2,interactive
072891,test,2,2,2,interactive
072933,test,2,2,2,interactive
073045,test,4,1,3,interactive
073060,test,2,1,2,interactive
073191,test,6,2,5,interactive
073220,test,2,1,2,interactive
073265,test,2,2,2,interactive
073281,test,8,2,2,interactive
073317,test,2,1,2,interactive
073329,test,10,2,2,interactive
073340,test,5,2,2,interactive
073414,test,9,2,2,interactive
073424,test,10,1,1,other
073438,test,9,2,4,interactive
073467,test,7,2,2,interactive
073517,test,8,2,3,interactive
073549,test,2,2,2,other
073552,test,3,2,2,interactive
073567,test,2,2,2,interactive
073582,test,4,2,2,interactive
073584,test,2,1,2,interactive
073633,test,4,2,2,interactive
073682,test,2,2,2,interactive
073692,test,2,1,1,other
073736,test,8,1,1,other
073814,test,4,1,1,other
073836,test,3,2,2,interactive
073849,test,4,2,2,interactive
073930,test,2,2,2,interactive
073944,test,7,2,3,interactive
074064,test,4,1,2,interactive
074218,test,5,2,2,interactive
074254,test,3,2,5,interactive
074345,test,3,2,3,interactive
074376,test,7,1,2,interactive
074450,test,2,2,3,interactive
074452,test,7,2,3,interactive
074511,test,7,1,1,other
074537,test,2,2,2,interactive
074730,test,2,2,2,interactive
074844,test,3,1,2,interactive
074955,test,2,2,2,interactive
074973,test,5,2,4,interactive
074979,test,7,2,3,interactive
075011,test,2,2,2,interactive
075018,test,7,1,2,interactive
075063,test,2,2,2,interactive
075104,test,7,2,2,interactive
075106,test,2,2,4,interactive
075217,test,2,2,3,interactive
075267,test,2,2,2,other
075323,test,6,1,2,interactive
075356,test,7,2,2,interactive
075422,test,9,2,2,interactive
075437,test,5,2,2,interactive
075450,test,7,2,2,interactive
075572,test,3,2,3,interactive
075738,test,4,2,4,interactive
075773,test,5,2,2,interactive
075844,test,2,2,2,interactive
075853,test,11,1,2,interactive
075892,test,4,1,1,other
075977,test,4,1,2,interactive
075985,test,6,1,1,other
076026,test,2,2,3,interactive
076033,test,11,2,2,interactive
076147,test,10,1,2,interactive
076283,test,2,1,2,interactive
076374,test,5,2,2,interactive
076402,test,2,2,4,interactive
076412,test,3,2,2,interactive
076450,test,3,1,2,interactive
076618,test,4,2,4,interactive
076630,test,7,2,2,interactive
076663,test,6,2,2,interactive
076793,test,11,2,3,interactive
076823,test,8,2,2,interactive
076937,test,4,1,4,interactive
076965,test,2,2,2,interactive
077011,test,2,2,2,interactive
077014,test,3,2,2,interactive
077054,test,10,1,2,interactive
077075,test,3,1,2,interactive
077077,test,1,1,2,other
077099,test,1,1,2,other
077154,test,2,1,1,other
077252,test,2,1,5,interactive
077261,test,4,2,2,interactive
077293,test,6,2,2,interactive
077296,test,7,3,3,interactive
077303,test,3,2,2,interactive
077534,test,5,2,2,interactive
077594,test,8,1,3,interactive
077710,test,4,2,2,interactive
077718,test,6,1,1,other
077758,test,9,2,8,interactive
077795,test,4,2,2,interactive
077813,test,7,1,2,interactive
077831,test,2,2,4,interactive
077853,test,10,4,7,interactive
077929,test,2,2,2,interactive
077961,test,2,2,2,interactive
078026,test,3,2,3,interactive
078174,test,2,2,2,interactive
078478,test,1,1,2,other
078509,test,4,2,2,interactive
078529,test,1,1,2,other
078562,test,2,2,2,interactive
078634,test,5,2,2,interactive
078635,test,4,2,2,interactive
078818,test,5,2,2,interactive
079019,test,7,3,3,interactive
079071,test,4,2,2,interactive
079166,test,4,2,3,interactive
079207,test,2,2,2,interactive
079234,test,2,2,2,interactive
079264,test,9,2,3,interactive
079298,test,5,2,2,interactive
079367,test,8,2,2,interactive
079385,test,2,2,2,interactive
079498,test,2,2,3,interactive
079535,test,11,1,2,interactive
079540,test,5,2,3,interactive
079578,test,3,1,1,other
079589,test,1,1,4,other
079670,test,2,2,2,interactive
079692,test,2,2,2,interactive
079738,test,3,2,3,interactive
079789,test,9,2,2,interactive
079793,test,2,2,2,interactive
079827,test,8,1,1,other
080053,test,2,2,2,interactive
080134,test,6,1,3,interactive
080164,test,2,2,2,interactive
080201,test,11,2,3,interactive
080210,test,3,2,3,interactive
080261,test,4,1,2,interactive
080268,test,7,1,2,interactive
080514,test,3,1,2,interactive
080592,test,9,2,4,interactive
080748,test,2,1,3,interactive
080794,test,3,2,2,other
081021,test,8,1,1,other
081043,test,2,2,2,interactive
081072,test,10,2,3,interactive
081077,test,8,2,2,interactive
081099,test,3,2,2,interactive
081104,test,5,2,2,interactive
081120,test,4,2,3,interactive
081130,test,3,2,2,interactive
081160,test,2,2,2,interactive
081175,test,7,1,2,other
081176,test,3,2,2,interactive
081222,test,12,1,2,interactive
081233,test,2,2,3,interactive
081239,test,2,1,2,interactive
081297,test,3,1,2,interactive
081395,test,11,1,1,other
081402,test,4,1,2,interactive
081426,test,3,2,2,interactive
081439,test,2,2,2,interactive
081503,test,2,2,3,interactive
081515,test,2,1,2,interactive
081526,test,5,2,2,interactive
081627,test,2,2,2,interactive
081659,test,8,2,3,interactive
081769,test,2,2,2,interactive
081809,test,5,1,1,other
081817,test,2,1,4,interactive
081851,test,2,2,2,other
081874,test,6,2,2,interactive
081889,test,2,2,2,interactive
081890,test,8,2,3,interactive
081957,test,9,2,2,interactive
081958,test,3,2,2,interactive
081983,test,2,2,2,interactive
082155,test,1,1,2,other
082198,test,9,2,2,interactive
082220,test,1,1,3,other
082243,test,2,2,2,interactive
082380,test,8,1,1,other
082388,test,3,1,3,interactive
082633,test,3,3,3,interactive
082667,test,2,1,2,interactive
082686,test,4,1,1,other
082700,test,2,1,6,interactive
082740,test,5,1,5,interactive
082784,test,6,2,6,interactive
082844,test,2,2,2,interactive
082893,test,10,1,4,interactive
083005,test,6,2,2,interactive
083060,test,4,3,3,interactive
083164,test,2,2,2,interactive
083331,test,5,1,4,interactive
083336,test,11,5,19,interactive
083479,test,3,2,2,interactive
083501,test,2,1,2,interactive
083510,test,3,2,2,interactive
083524,test,6,1,2,interactive
083571,test,2,2,2,interactive
083591,test,4,2,2,interactive
083629,test,2,2,2,interactive
083721,test,4,2,2,interactive
083750,test,5,1,2,interactive
083842,test,3,1,2,interactive
084018,test,6,1,3,interactive
084156,test,5,2,2,interactive
084157,test,2,2,2,interactive
084287,test,15,1,1,other
084306,test,10,2,3,interactive
084404,test,9,1,1,other
084650,test,1,1,2,other
084711,test,2,2,2,interactive
084726,test,13,1,2,interactive
084794,test,2,2,2,interactive
084815,test,1,1,2,other
084861,test,7,2,3,interactive
085018,test,3,2,3,interactive
085032,test,3,2,2,interactive
085237,test,3,2,2,interactive
085402,test,2,1,2,other
085567,test,7,2,5,interactive
085659,test,8,2,2,interactive
085699,test,2,2,2,interactive
085801,test,2,2,2,interactive
085862,test,10,2,4,interactive
085865,test,3,2,3,interactive
085892,test,3,2,2,interactive
085966,test,10,2,2,interactive
085992,test,6,2,2,interactive
085995,test,3,1,2,interactive
086071,test,12,2,2,interactive
086074,test,3,2,3,interactive
086084,test,2,1,1,other
086101,test,3,3,3,interactive
086304,test,8,2,3,interactive
086472,test,4,1,2,interactive
086558,test,7,1,1,other
086613,test,3,1,1,other
086659,test,2,2,2,interactive
086850,test,2,2,2,interactive
087043,test,6,1,1,other
087116,test,6,1,3,interactive
087132,test,3,2,5,interactive
087185,test,10,1,1,other
087204,test,10,1,2,interactive
087277,test,2,2,2,interactive
087309,test,5,2,3,interactive
087333,test,2,1,2,interactive
087382,test,4,2,2,interactive
087410,test,2,2,2,interactive
087437,test,2,2,2,interactive
087438,test,3,2,3,interactive
087702,test,2,1,2,interactive
087823,test,2,1,2,interactive
087850,test,4,2,2,interactive
087943,test,6,1,2,interactive
087961,test,2,2,2,interactive
087964,test,14,1,1,other
087992,test,13,4,8,interactive
088165,test,5,2,2,interactive
088192,test,3,2,2,interactive
088242,test,3,2,2,interactive
088290,test,3,2,3,interactive
088293,test,8,1,1,other
088444,test,9,2,3,interactive
088459,test,2,2,2,interactive
088473,test,4,2,2,interactive
088537,test,2,2,2,interactive
088598,test,9,1,1,other
088712,test,2,1,2,interactive
088722,test,2,2,3,interactive
088729,test,4,2,2,interactive
088743,test,3,1,3,interactive
088934,test,4,2,2,interactive
088935,test,7,2,2,interactive
088983,test,2,1,1,other
088984,test,4,1,2,interactive
089055,test,5,1,3,interactive
089097,test,3,2,2,interactive
089222,test,7,2,2,interactive
089302,test,2,1,1,other
089339,test,13,1,1,other
089592,test,7,2,7,interactive
089666,test,11,2,3,interactive
089690,test,2,2,2,interactive
089702,test,4,2,2,interactive
089802,test,4,2,3,interactive
089823,test,4,2,3,interactive
089876,test,5,2,2,interactive
089964,test,2,1,1,other
090014,test,2,1,2,interactive
090036,test,4,2,2,interactive
090064,test,2,1,1,other
090112,test,7,2,2,interactive
090138,test,9,1,2,interactive
090195,test,6,1,2,interactive
090224,test,6,1,2,interactive
090230,test,4,2,2,interactive
090259,test,11,2,2,interactive
090333,test,2,2,2,interactive
090350,test,3,2,4,interactive
090388,test,3,2,3,interactive
090402,test,2,2,2,interactive
090496,test,9,1,1,other
090506,test,2,2,2,interactive
090521,test,2,2,2,interactive
090528,test,6,1,2,interactive
090582,test,2,2,2,interactive
090615,test,6,2,2,interactive
090642,test,5,2,2,interactive
090665,test,4,2,2,interactive
090686,test,2,2,2,interactive
090690,test,5,1,1,other
090783,test,2,2,2,interactive
090896,test,4,2,2,interactive
090947,test,10,1,3,interactive
091046,test,1,1,2,other
091055,test,6,2,5,interactive
091155,test,3,2,2,interactive
091252,test,2,2,2,interactive
091311,test,2,2,2,interactive
091515,test,2,2,3,interactive
091619,test,2,2,2,interactive
091631,test,2,1,1,other
091719,test,4,2,4,interactive
091738,test,1,1,2,other
091774,test,3,1,2,interactive
091779,test,3,2,3,interactive
091784,test,2,1,1,other
091830,test,3,3,4,interactive
091852,test,6,2,2,interactive
091928,test,3,1,1,other
091994,test,5,3,6,interactive
091997,test,5,2,2,interactive
092007,test,4,1,2,interactive
092074,test,5,2,3,interactive
092081,test,4,2,2,interactive
092131,test,11,1,3,interactive
092201,test,2,2,2,other
092325,test,6,1,2,interactive
092422,test,10,3,4,interactive
092488,test,2,2,2,interactive
092547,test,3,3,3,interactive
092598,test,5,1,1,other
092602,test,9,2,2,interactive
092647,test,2,2,2,interactive
092739,test,2,1,1,other
092961,test,6,2,2,interactive
093006,test,1,1,3,other
093051,test,2,2,2,interactive
093072,test,5,2,4,interactive
093112,test,5,1,2,interactive
093239,test,2,2,3,interactive
093368,test,2,1,2,interactive
093381,test,2,1,2,interactive
093598,test,8,1,3,interactive
093620,test,3,1,1,other
093639,test,2,2,2,interactive
093676,test,8,1,1,other
093681,test,3,1,1,other
093852,test,1,1,2,other
093897,test,2,2,2,interactive
093908,test,2,1,2,interactive
093920,test,8,2,2,interactive
094013,test,10,1,1,other
094076,test,5,2,2,interactive
094079,test,8,2,3,interactive
094142,test,8,2,2,interactive
094221,test,2,2,2,interactive
094272,test,3,2,2,interactive
094327,test,7,1,1,other
094328,test,3,2,2,interactive
094341,test,3,2,4,interactive
094455,test,3,2,2,interactive
094632,test,4,2,2,interactive
094639,test,1,1,2,other
094699,test,2,1,2,interactive
094739,test,5,2,2,interactive
094835,test,2,2,2,interactive
094853,test,7,2,3,interactive
094919,test,7,1,4,interactive
095108,test,4,1,3,interactive
095164,test,2,2,3,interactive
095207,test,3,2,5,interactive
095288,test,7,1,1,other
095357,test,2,2,2,interactive
095369,test,2,1,1,other
095495,test,7,2,2,interactive
095561,test,10,1,1,other
095628,test,4,1,3,interactive
095672,test,6,1,2,interactive
095732,test,2,2,3,interactive
095833,test,2,2,4,interactive
095851,test,3,2,2,interactive
095889,test,5,2,2,interactive
095917,test,4,1,2,interactive
095921,test,2,2,2,interactive
095924,test,2,2,2,interactive
095979,test,5,2,2,interactive
096013,test,4,2,2,interactive
096014,test,10,2,5,interactive
096015,test,2,1,1,other
096055,test,11,2,2,interactive
096195,test,2,1,3,interactive
096227,test,3,1,1,other
096288,test,4,1,2,interactive
096468,test,7,3,5,interactive
096469,test,5,1,1,other
096610,test,6,2,3,interactive
096644,test,3,2,2,interactive
096749,test,7,2,2,interactive
096876,test,2,2,2,interactive
096916,test,2,2,2,interactive
096930,test,4,1,2,interactive
096948,test,4,2,2,interactive
096969,test,10,1,1,other
097005,test,2,2,2,interactive
097058,test,2,1,1,other
097080,test,10,1,2,interactive
097099,test,10,2,2,other
097113,test,5,2,2,interactive
097254,test,3,2,3,interactive
097365,test,2,2,2,interactive
097372,test,6,3,3,interactive
097445,test,4,1,1,other
097468,test,2,2,3,interactive
097480,test,3,2,3,interactive
097498,test,6,2,2,interactive
097609,test,6,1,2,interactive
097656,test,9,2,2,interactive
097660,test,9,2,3,interactive
097678,test,2,2,2,interactive
097695,test,3,2,2,interactive
097755,test,5,1,1,other
097776,test,2,2,2,interactive
097786,test,2,2,2,interactive
097814,test,1,1,3,other
097832,test,2,2,2,interactive
097840,test,5,2,2,interactive
097890,test,7,2,2,interactive
097895,test,3,1,2,interactive
097913,test,6,2,2,interactive
097963,test,8,2,3,interactive
098171,test,2,2,2,interactive
098172,test,6,1,2,interactive
098203,test,2,2,2,interactive
098241,test,2,2,2,interactive
098245,test,9,2,3,interactive
098285,test,5,2,3,interactive
098320,test,15,1,1,other
098330,test,3,2,3,interactive
098485,test,6,2,2,interactive
098610,test,2,2,2,interactive
098657,test,3,1,2,interactive
098666,test,8,1,4,interactive
098716,test,3,2,2,interactive
098741,test,2,2,2,interactive
098848,test,10,1,1,other
099043,test,2,2,3,interactive
099187,test,2,2,2,interactive
099328,test,1,1,2,other
099413,test,2,2,2,interactive
099420,test,3,1,1,other
099425,test,9,2,2,interactive
099430,test,3,2,4,interactive
099516,test,6,1,3,interactive
099626,test,1,1,2,other
099638,test,8,2,2,interactive
099682,test,2,2,2,interactive
099694,test,5,2,2,interactive
099769,test,6,1,1,other
099814,test,2,2,2,interactive
099817,test,4,2,2,interactive
099905,test,2,1,3,interactive
099929,test,2,2,3,interactive
100098,test,2,2,3,interactive
100119,test,6,2,3,interactive
100165,test,3,2,2,interactive
100180,test,2,2,2,interactive
100187,test,2,2,3,interactive
100214,test,6,2,2,interactive
100268,test,3,2,2,interactive
100274,test,9,1,6,interactive
100560,test,8,2,2,interactive
100624,test,3,1,1,other
100671,test,2,2,2,interactive
100676,test,3,2,2,interactive
100688,test,2,1,2,interactive
100818,test,3,2,2,interactive
100866,test,2,2,2,interactive
100898,test,1,1,2,other
101034,test,6,2,2,interactive
101148,test,10,2,2,interactive
101203,test,1,1,2,other
101506,test,10,4,9,interactive
101529,test,2,2,2,interactive
101597,test,2,2,3,interactive
101626,test,2,2,3,interactive
101780,test,2,1,2,interactive
101804,test,6,2,2,interactive
101898,test,2,2,3,interactive
101966,test,13,1,1,other
102069,test,2,2,3,interactive
102102,test,7,2,3,interactive
102123,test,10,1,2,interactive
102165,test,3,1,1,other
102202,test,2,2,2,interactive
102260,test,2,2,2,interactive
102307,test,7,1,2,interactive
102322,test,2,2,2,interactive
102382,test,3,1,1,other
102401,test,5,2,2,interactive
102456,test,2,1,2,interactive
102518,test,5,2,4,interactive
102520,test,3,2,2,interactive
102528,test,2,2,3,interactive
102566,test,6,2,5,interactive
102632,test,2,1,2,interactive
102667,test,9,2,4,interactive
102815,test,3,2,4,interactive
102861,test,4,2,2,interactive
102911,test,11,2,3,interactive
102931,test,7,3,3,interactive
103116,test,3,2,5,interactive
103123,test,9,2,2,interactive
103131,test,7,2,2,interactive
103214,test,2,2,2,interactive
103220,test,2,2,2,interactive
103228,test,3,1,2,interactive
103232,test,2,2,2,interactive
103295,test,5,1,1,other
103333,test,2,2,2,interactive
103346,test,7,2,2,interactive
103359,test,3,1,2,interactive
103386,test,3,2,3,interactive
103416,test,2,1,2,interactive
103490,test,3,2,3,interactive
103581,test,4,1,1,other
